Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2015,YEAR,,STATE,NEW YORK,36,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"222,146",49.2
CENSUS,2015,YEAR,,STATE,NEW YORK,36,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,871",50.1
CENSUS,2015,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),11,25.2
CENSUS,2015,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"728,216",60.3
CENSUS,2015,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,355",59.9
CENSUS,2015,YEAR,,STATE,OREGON,41,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),22,63.1
CENSUS,2015,YEAR,,STATE,OREGON,41,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"714,604",70.5
CENSUS,2015,YEAR,,STATE,OREGON,41,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,755",75.8
CENSUS,2015,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - OPERATIONS WITH SALES",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),42,35
CENSUS,2015,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"609,592",(H)
CENSUS,2015,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - SALES, MEASURED IN CWT",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,627",84
SURVEY,2020,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,650,
SURVEY,2020,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,32.48,
SURVEY,2020,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,180,
SURVEY,2020,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,8.99,
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,610,
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","5,500",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS MBI 600 = 129082)", (NA),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)", (NA),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS PUMILUS = 6485)", (NA),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBT. GB03 = 129068)", (NA),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)", (NA),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BLAD = 30006)","1,200",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)",300,
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","6,200",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BT SUBSP KURSTAKI EVB-113-19 = 6544)", (NA),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","283,500",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)", (D),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OCTANOATE = 23306)", (D),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)",400,
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","16,600",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)",900,
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","15,000",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","11,100",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","3,900",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","3,900",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","34,200",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)", (D),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","9,300",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)", (D),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","5,600",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)","7,000",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)","1,400",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POTASSIUM BICARBON. = 73508)","11,300",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","1,600",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","7,400",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","9,300",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)","4,800",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)", (NA),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","686,000",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",600,
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","3,300",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)","90,900",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","1,233,500",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRICHODERMA HARZ. = 119202)", (NA),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","4,200",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","7,200",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)",200,
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","1,100",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)", (D),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)", (D),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)", (D),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)", (D),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","1,300",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)", (D),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","5,500",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)", (D),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","10,200",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",500,
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)","5,400",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","2,800",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)",800,
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BEAUVERIA BASSIANA = 128924)", (NA),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","17,900",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","7,300",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)", (NA),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)", (NA),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI SA-11 = 6519)", (NA),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUB AIZAWAI GC-91 = 6426)", (NA),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BUPROFEZIN = 275100)", (D),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BURKHOLDERIA A396 CELLS & MEDIA = 6534)", (NA),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)", (D),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","1,900",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)", (D),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)", (NA),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)",900,
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)","5,200",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)","1,200",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENBUTATIN-OXIDE = 104601)", (D),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)","6,000",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)",400,
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)","3,300",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)","4,800",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HELICOVERPA ZEA NPV = 107300)", (NA),
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)","2,300",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","3,500",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","56,700",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","3,300",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)","12,700",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL = 25006)","1,100",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)","51,600",
